Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Experience_Ratio,Engagement_Score,Promotion_Delay_Ratio,Attrition_Probability,Risk_Category
51,0,2,1178,2,14,2,1,3,0,87,3,2,7,4,1,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,259.7894736842105,3.25,0.0,0.062007705752220046,Low Risk
36,0,2,329,1,2,3,1,4,0,96,3,1,6,3,1,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,363.2857142857143,3.0,0.6666666666666666,0.13151410384016488,Low Risk
34,1,0,1362,2,19,3,2,1,1,67,4,2,7,4,2,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,530.4,2.75,0.0,0.908511772229623,High Risk
55,0,2,1311,1,2,3,1,3,0,97,3,4,3,4,2,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,537.3870967741935,3.25,0.16666666666666666,0.05422129302234919,Low Risk
24,0,2,1371,2,10,4,2,4,0,77,3,2,7,3,0,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,710.0,3.5,0.0,0.3088446742641389,Medium Risk
30,0,2,202,2,2,1,5,3,1,72,3,1,8,2,1,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,1238.0,2.25,0.0,0.7365409398291267,High Risk
26,1,1,575,1,3,1,5,3,1,73,3,1,6,1,2,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,387.75,2.5,0.0,0.38134799085457116,Medium Risk
22,0,2,253,1,11,3,3,1,0,43,3,1,6,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,748.0,2.5,0.3333333333333333,0.6399161305969202,High Risk
36,0,2,164,2,2,2,3,2,1,61,2,3,7,3,1,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,690.5454545454545,2.25,0.8181818181818182,0.6523506381523172,High Risk
30,1,1,464,1,4,3,5,3,1,40,3,1,6,4,2,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,571.25,3.25,0.0,0.8954410328115221,High Risk
37,0,2,1107,1,14,3,1,4,0,95,3,1,2,1,0,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,159.68421052631578,2.75,0.631578947368421,0.2308500167377525,Low Risk
40,0,2,759,2,2,2,2,4,0,46,3,2,7,2,0,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,635.0,3.0,0.16666666666666666,0.11698923928658322,Low Risk
42,0,2,201,1,1,4,1,2,0,95,3,1,2,1,0,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,286.22222222222223,2.0,0.16666666666666666,0.23333595171961102,Low Risk
37,0,2,1305,1,10,4,1,3,1,49,3,2,4,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,220.89473684210526,3.0,0.0,0.7214584151599124,High Risk
43,0,2,982,1,12,3,1,1,1,59,2,4,5,2,0,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,551.3846153846154,2.0,0.11538461538461539,0.12228632085004355,Low Risk
40,0,2,555,1,2,3,3,2,0,78,2,2,2,3,1,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,164.1904761904762,2.25,0.0,0.3826870519779665,Medium Risk
54,0,2,821,1,5,2,3,1,1,86,3,5,5,1,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,776.24,2.0,0.2,0.07821249178336463,Low Risk
34,0,0,1381,2,4,4,2,3,0,72,3,2,7,3,1,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,934.0,2.5,0.25,0.4059765265030647,Medium Risk
31,0,2,480,1,7,2,3,2,0,31,3,2,4,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,307.57142857142856,2.0,0.21428571428571427,0.1826502877346069,Low Risk
43,0,1,313,1,21,3,3,4,1,61,3,1,2,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,250.88888888888889,3.0,0.25,0.4799833142408685,Medium Risk
43,0,2,1473,1,8,4,4,3,0,74,3,2,0,3,0,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,502.44444444444446,3.25,0.0,0.39826703598507085,Medium Risk
25,0,2,891,2,4,2,1,2,0,99,2,2,7,4,2,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,747.8333333333334,2.5,0.16666666666666666,0.812021226063806,High Risk
37,0,0,1063,1,25,5,3,2,0,72,3,2,6,3,1,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,278.0625,2.25,0.7142857142857143,0.7745312319581261,High Risk
31,0,2,329,1,1,2,1,4,1,98,2,1,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,443.6,2.5,0.6,0.45023816022164687,Medium Risk
39,0,1,1218,1,1,1,1,2,1,52,3,5,3,3,0,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,872.5909090909091,2.75,0.045454545454545456,0.06534319485373037,Low Risk
56,0,1,906,2,6,3,1,3,0,86,4,4,7,1,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,357.0810810810811,3.0,0.875,0.0766834090665694,Low Risk
30,0,2,1082,2,12,3,5,2,0,83,3,2,7,3,2,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,939.5714285714286,2.5,0.6666666666666666,0.4597514419713369,Medium Risk
41,0,2,645,2,1,3,2,2,1,49,4,3,7,1,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,762.9090909090909,2.5,0.0,0.11366484185755966,Low Risk
28,0,2,1300,1,17,2,3,3,1,79,3,2,2,1,0,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,414.3636363636364,2.75,0.09090909090909091,0.26754469062873626,Low Risk
25,1,2,688,1,3,3,3,1,1,91,3,1,2,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,575.8571428571429,2.0,0.0,0.5860410766046701,Medium Risk
52,0,2,319,1,3,3,3,4,1,39,2,3,4,3,1,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,274.7931034482759,3.0,0.0,0.205936820761782,Low Risk
45,0,2,192,1,10,2,1,1,1,69,3,1,6,4,1,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,294.8888888888889,3.0,0.0,0.18641426464077282,Low Risk
52,0,2,1490,1,4,2,1,4,0,30,3,4,3,4,1,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,517.34375,3.75,0.16666666666666666,0.006124340405251248,Low Risk
42,0,1,532,1,29,2,1,1,0,92,3,2,6,3,0,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,227.8,2.25,0.0,0.18266030033663494,Low Risk
30,0,2,317,1,2,3,1,3,0,43,1,2,4,4,2,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,507.5833333333333,2.75,0.0,0.2765882970821063,Low Risk
60,0,2,422,1,7,3,1,1,0,41,3,5,3,1,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,575.4705882352941,2.25,0.36666666666666664,0.38611006753455324,Medium Risk
46,0,2,1485,1,18,3,3,3,0,87,3,2,4,3,0,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,240.5,3.0,0.0,0.024246334779529054,Low Risk
42,0,1,1368,1,28,4,5,4,0,88,2,2,0,4,1,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,565.375,3.5,0.0,0.04979931690927912,Low Risk
24,1,2,1448,2,1,1,5,1,0,62,3,1,8,2,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,457.42857142857144,2.0,0.16666666666666666,0.8697786135790327,High Risk
34,1,1,296,2,6,2,2,4,0,33,1,1,8,3,0,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,587.75,3.0,0.3333333333333333,0.2521402179423042,Low Risk
38,0,1,1490,1,2,2,1,4,1,42,3,1,2,4,1,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,851.0,3.5,0.0,0.3784585382399343,Medium Risk
40,0,2,1398,2,2,4,1,3,0,79,3,5,3,3,1,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,820.0454545454545,3.25,0.047619047619047616,0.0038488345143989004,Low Risk
26,0,2,1349,1,23,3,1,1,0,90,3,1,6,4,0,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,721.5,2.5,0.0,0.216554309689831,Low Risk
30,0,0,1400,1,3,3,1,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,209.7,3.25,0.16666666666666666,0.1576832935137075,Low Risk
29,0,2,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,1085.0,2.5,0.0,0.16008541441410665,Low Risk
29,1,2,408,1,25,5,5,3,0,71,2,1,6,2,1,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,363.7142857142857,2.25,0.3333333333333333,0.7160141459614503,High Risk
19,1,2,489,0,2,2,5,1,1,52,2,1,1,4,2,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1282.0,2.5,0.0,0.7852428030594086,High Risk
30,0,0,1398,2,22,4,4,3,0,69,3,3,7,1,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,764.7272727272727,2.5,0.7,0.28411810015356337,Low Risk
57,0,2,210,2,29,3,2,1,1,56,2,4,3,4,0,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,427.8181818181818,2.5,0.0,0.22692161574191375,Low Risk
50,0,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,587.7931034482758,2.25,0.5357142857142857,0.5283801360452649,Medium Risk
30,0,0,1116,1,2,3,3,3,0,49,3,1,2,4,2,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,197.23076923076923,3.25,0.5,0.20317828053317566,Low Risk
60,0,1,1499,2,28,3,2,3,0,80,2,3,7,1,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,446.3478260869565,2.5,0.6842105263157895,0.20128638757284797,Low Risk
47,0,2,983,1,2,2,3,1,0,65,3,2,4,4,0,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,241.42857142857142,2.75,0.0,0.07882289262893481,Low Risk
46,0,2,1009,1,2,3,1,1,1,51,3,4,5,3,1,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,661.5185185185185,2.5,0.0,0.08890082874748928,Low Risk
35,0,2,144,1,22,3,1,4,1,46,1,1,2,3,2,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,604.2857142857143,2.75,0.6666666666666666,0.6435235266033561,High Risk
54,0,2,548,1,8,4,1,3,0,42,3,2,2,3,2,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,189.0,3.0,0.0,0.37748736122270954,Medium Risk
34,0,2,1303,1,2,4,1,4,1,62,2,1,6,3,0,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,184.53333333333333,3.0,0.625,0.10282652176325517,Low Risk
46,0,2,1125,2,10,3,2,3,0,94,2,3,7,4,1,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,566.9375,3.0,0.25,0.23764794264521913,Low Risk
31,0,2,1274,1,9,1,1,3,1,33,3,3,4,2,0,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,760.5714285714286,3.0,0.0,0.008074945000409783,Low Risk
33,1,2,1277,1,15,1,3,2,1,56,3,3,3,3,1,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,850.625,3.0,0.875,0.5938233374816954,Medium Risk
33,1,2,587,1,10,1,3,1,1,38,1,1,2,4,0,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,378.6666666666667,1.75,0.2,0.6560962099467819,High Risk
30,0,2,413,2,7,1,2,4,1,57,3,1,8,2,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,596.6,2.5,0.25,0.5411995703880442,Medium Risk
35,0,2,1276,1,16,3,1,4,1,72,3,3,0,3,1,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,693.8181818181819,3.25,0.0,0.5433036869218248,Medium Risk
31,1,1,534,1,20,3,1,1,1,66,3,3,0,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,755.6923076923077,2.0,0.0,0.5605458503045536,Medium Risk
34,1,1,988,0,23,3,0,2,0,43,3,3,1,1,0,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,829.1666666666666,2.25,0.0,0.5123849771620407,Medium Risk
42,0,1,1474,1,5,2,4,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,232.55555555555554,3.0,0.6666666666666666,0.21143418383569895,Low Risk
36,0,0,635,2,10,4,3,2,1,32,3,3,7,4,2,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,907.2727272727273,3.25,0.8181818181818182,0.5280995108986343,Medium Risk
22,1,1,1368,1,4,1,5,3,1,99,2,1,2,3,2,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,778.8,2.75,0.3333333333333333,0.6073389616930601,High Risk
48,0,2,163,2,2,5,2,2,0,37,3,2,7,4,1,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,270.06666666666666,2.5,0.6,0.23746857063944313,Low Risk
55,0,2,1117,2,18,5,1,1,0,83,3,4,3,2,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,443.0263157894737,2.5,0.6363636363636364,0.09735680313875096,Low Risk
41,0,0,267,2,10,2,1,4,1,56,3,2,7,4,2,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,366.47058823529414,3.75,0.06666666666666667,0.23939249504103946,Low Risk
35,0,2,619,2,1,3,2,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,294.8125,2.75,0.5,0.5410374924018251,Medium Risk
40,0,2,302,1,6,3,1,2,0,75,3,4,4,3,2,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,575.5217391304348,2.75,0.23809523809523808,0.19388943072989986,Low Risk
39,0,1,443,1,8,1,1,3,0,48,3,1,2,3,1,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,417.22222222222223,2.5,0.0,0.14283644969454945,Low Risk
31,0,2,828,2,2,1,1,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,598.3636363636364,3.0,0.0,0.5907023701036497,Medium Risk
42,0,2,319,1,24,3,3,4,1,56,3,3,4,1,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,673.2727272727273,3.0,0.45454545454545453,0.42588252019665185,Medium Risk
45,0,2,561,2,2,3,4,4,1,61,3,2,7,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,480.5,2.75,0.3333333333333333,0.08001094797518025,Low Risk
26,1,1,426,0,17,4,1,2,0,58,3,1,1,3,0,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,304.55555555555554,2.5,0.125,0.5687141559178065,Medium Risk
29,0,2,232,1,19,3,5,4,1,34,3,2,4,4,0,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,473.55555555555554,3.25,0.25,0.20363732263415624,Low Risk
33,0,2,922,1,1,5,3,1,0,95,4,4,5,3,0,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,1471.2727272727273,2.75,0.0,0.0349500356636108,Low Risk
31,0,2,688,2,7,3,1,3,1,44,2,3,3,4,0,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,1050.6363636363637,3.0,0.0,0.3215750582096403,Medium Risk
18,1,1,1306,2,5,3,2,2,1,69,3,1,8,2,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1878.0,2.75,0.0,0.972834179798692,High Risk
40,0,0,1094,2,28,3,4,3,1,58,1,3,7,1,0,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,520.5714285714286,2.0,0.0,0.4274968950781593,Medium Risk
41,0,0,509,1,2,4,4,1,0,62,2,2,0,3,2,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,619.1818181818181,1.75,0.0,0.6823924998069613,High Risk
26,0,2,775,2,29,2,3,1,1,45,3,2,7,3,0,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,478.44444444444446,2.0,0.0,0.6567548334249338,High Risk
35,0,2,195,2,1,3,3,1,0,80,3,2,7,3,2,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,809.8333333333334,2.75,0.0,0.3830613148154145,Medium Risk
34,0,2,258,2,21,4,1,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,485.1818181818182,4.0,0.45454545454545453,0.17995403143949235,Low Risk
26,1,2,471,1,24,3,5,3,1,66,1,1,2,4,2,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1170.0,2.5,0.0,0.9861109582512114,High Risk
37,0,2,799,1,1,3,5,2,0,59,3,3,4,4,2,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,576.2307692307693,3.25,0.14285714285714285,0.12350777437391275,Low Risk
46,0,1,1034,1,18,1,3,1,0,86,3,3,0,3,1,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,363.0,2.75,0.3333333333333333,0.17619304201685534,Low Risk
41,0,2,1276,2,2,5,1,2,0,91,3,4,3,1,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,721.5217391304348,2.0,0.5789473684210527,0.20561726155745663,Low Risk
37,0,0,142,2,9,4,3,1,1,69,3,3,7,2,0,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,883.4,2.5,0.7,0.27704832663366485,Low Risk
52,0,2,956,1,6,2,5,4,1,78,3,2,6,1,0,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,293.5263157894737,2.5,0.5454545454545454,0.30854709840977323,Medium Risk
32,1,0,1474,2,11,4,4,4,1,60,4,2,7,3,1,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,672.4285714285714,3.75,0.2,0.39459535099266263,Medium Risk
24,0,1,535,2,24,3,3,4,1,38,3,1,8,4,1,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,600.0,3.5,0.6666666666666666,0.2938203950391326,Low Risk
38,0,2,1495,1,10,3,3,3,0,76,3,2,0,3,1,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,517.0526315789474,3.0,0.0,0.0550563014820084,Low Risk
37,0,2,446,1,1,4,1,2,0,65,3,2,4,2,1,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,716.3333333333334,2.25,0.5714285714285714,0.4923356073018257,Medium Risk
49,0,2,1245,1,18,4,1,4,1,58,2,5,5,3,0,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,609.4375,3.0,0.0,0.0420581256787836,Low Risk
24,0,2,691,1,23,3,3,2,1,89,4,1,6,4,1,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,389.2857142857143,3.0,0.14285714285714285,0.5819164398368736,Medium Risk
26,0,2,703,2,28,2,2,1,1,66,3,2,7,2,1,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,896.0,2.5,0.16666666666666666,0.4061055881902722,Medium Risk
24,0,2,823,1,17,2,4,4,1,94,2,1,2,2,1,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,1063.5,3.0,0.0,0.6341685335821511,High Risk
50,0,1,1246,0,3,3,3,1,1,99,3,5,3,2,1,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,551.5151515151515,2.25,0.30303030303030304,0.31602534898929524,Medium Risk
25,0,2,622,2,13,1,3,2,1,40,3,1,8,3,1,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,262.0,2.75,0.0,0.5177663576125643,Medium Risk
24,1,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,412.2857142857143,2.75,0.14285714285714285,0.5607566898522565,Medium Risk
30,1,1,448,2,12,4,1,2,1,74,2,1,8,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,1016.5,2.0,0.0,0.7926534645746153,High Risk
34,0,2,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,517.4285714285714,3.0,0.14285714285714285,0.5282413182667387,Medium Risk
31,1,2,1365,2,13,4,3,2,1,46,3,2,7,1,0,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,423.3,2.25,0.25,0.5676581226248036,Medium Risk
35,0,2,538,1,25,2,4,1,1,54,2,2,2,4,2,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,368.1,2.75,0.0,0.7213447488255518,High Risk
31,0,2,525,2,6,4,3,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,390.0,3.25,0.625,0.0604277573437705,Low Risk
27,0,2,798,1,6,4,3,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,312.42857142857144,2.25,0.0,0.18164445471719506,Low Risk
37,0,2,558,2,2,3,2,4,1,75,3,2,7,3,1,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,533.4444444444445,3.25,0.25,0.5720309303600156,Medium Risk
20,0,2,959,1,1,3,1,4,0,83,2,1,6,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,1418.0,3.0,0.0,0.5960344958503211,Medium Risk
42,0,2,622,1,2,4,1,3,0,81,3,2,0,4,1,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,371.72727272727275,3.0,0.18181818181818182,0.11799962273110774,Low Risk
43,0,2,782,1,6,4,4,2,1,50,2,4,5,4,0,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,755.7727272727273,2.75,0.0,0.22639260923549098,Low Risk
38,0,2,362,1,1,1,1,3,0,43,3,1,6,1,2,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,291.0,2.75,0.0,0.3533159919845684,Medium Risk
43,0,1,1001,1,9,5,3,4,1,72,3,2,2,3,0,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,516.2727272727273,3.0,0.4444444444444444,0.2786673170213926,Low Risk
48,0,2,1236,1,1,4,1,4,0,40,2,4,3,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,700.0909090909091,2.0,0.0,0.12679536072040168,Low Risk
44,0,2,1112,0,1,4,1,1,0,50,2,2,1,3,2,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,544.0909090909091,2.0,0.0,0.34148333046030754,Medium Risk
34,0,2,204,2,14,3,5,3,0,31,3,1,8,3,0,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,286.55555555555554,3.25,0.0,0.4276470995177023,Medium Risk
27,1,2,1420,2,2,1,2,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,506.8333333333333,2.25,0.0,0.25630391348495185,Low Risk
21,0,2,1343,2,22,1,5,3,1,49,3,1,8,3,2,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,861.75,3.0,0.25,0.7770757923738403,High Risk
44,0,2,1315,1,3,4,4,4,1,35,3,5,3,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,722.7037037037037,3.0,0.0,0.05499951303367015,Low Risk
22,0,2,604,1,6,1,3,1,1,69,3,1,6,3,1,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,693.25,2.75,0.6666666666666666,0.3860369804505475,Medium Risk
33,0,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,1014.8571428571429,3.25,0.16666666666666666,0.21663385806021646,Low Risk
32,0,2,646,1,9,4,1,1,0,92,3,2,6,4,1,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,903.1428571428571,3.0,0.0,0.4647637328264855,Medium Risk
30,0,1,160,1,3,3,3,3,0,71,3,1,6,3,0,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,1041.5,3.0,0.0,0.260272452616403,Low Risk
53,0,2,238,2,1,1,3,4,0,34,3,2,7,1,2,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,441.10526315789474,3.0,0.5333333333333333,0.3917413403587398,Medium Risk
34,0,2,1397,1,1,5,1,2,1,42,3,1,6,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,244.63636363636363,3.25,0.7272727272727273,0.09907299635262333,Low Risk
45,1,1,306,2,26,4,1,1,0,100,3,2,7,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,714.3333333333334,2.25,0.0,0.5311496246219505,Medium Risk
26,0,2,991,1,6,3,1,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,664.75,3.25,0.0,0.47368757573562387,Medium Risk
37,0,2,482,1,3,3,4,3,1,36,3,3,4,3,1,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,857.6363636363636,3.0,0.6363636363636364,0.129158125629302,Low Risk
29,0,2,1176,2,3,2,3,2,0,62,3,2,7,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,794.4285714285714,2.25,0.14285714285714285,0.39986965007969966,Medium Risk
35,0,2,1017,1,6,4,1,2,1,82,1,2,6,4,2,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,369.22222222222223,2.25,0.6111111111111112,0.5670596849880121,Medium Risk
33,0,1,1296,1,6,3,1,3,1,30,3,2,0,4,0,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,482.8125,3.25,0.2857142857142857,0.0471499656425339,Low Risk
54,0,2,397,0,19,4,3,3,1,88,3,3,1,2,1,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,630.8823529411765,2.75,0.7,0.1743729451167809,Low Risk
36,0,2,913,1,9,2,3,2,1,48,2,2,4,2,0,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,631.9285714285714,2.25,0.0,0.6215577836521197,High Risk
27,0,2,1115,1,3,4,3,1,1,54,2,1,6,4,2,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,340.8333333333333,2.75,0.2,0.610616954720686,High Risk
20,1,2,1362,1,10,1,3,4,1,32,3,1,6,3,2,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,504.5,3.5,0.5,0.7109066826383033,High Risk
33,1,1,1076,1,3,3,1,1,1,70,3,1,6,1,2,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,304.3636363636364,1.5,0.8181818181818182,0.9269493764460168,High Risk
35,0,0,727,1,3,3,1,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,640.5,2.75,0.0,0.2765558577996451,Low Risk
23,0,2,885,1,4,3,3,1,1,58,4,1,6,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,469.8333333333333,1.75,0.0,0.4274918011230384,Medium Risk
25,0,2,810,2,8,3,1,4,1,57,4,2,7,2,1,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,970.2,3.25,0.25,0.1419937345323308,Low Risk
